listing_id,locality_name,zone,bhk,size,bathroom,floor_num,total_floors,size_per_bhk,bath_per_bhk,floor_ratio,is_tall_building,rent_per_sqft,locality_price_level,area_type,furnishing_status,tenant_preferred,point_of_contact,floor_band,rent,log_rent
LST100033,Sion East,south,2,586.0,1.0,0.0,4.0,293.0,0.5,0.0,0,54.60750853242321,10.972200971021213,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,ground/basement,32000.0,10.373491181781864
LST101014,Prabhadevi,south,5,4406.0,4.0,41.0,41.0,881.2,0.8,1.0,1,120.40399455288244,11.084612109046844,Carpet Area,Furnished,Family,Contact Owner,high (11+),530500.0,13.181575237036174
LST100799,Andheri East,west,2,850.0,2.0,9.0,12.0,425.0,1.0,0.75,0,52.94117647058823,10.95227718741345,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),45000.0,10.714417768752456
LST103444,in Kandivali West,north,3,1095.0,4.0,5.0,12.0,365.0,1.3333333333333333,0.4166666666666667,0,73.05936073059361,11.260983792046579,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),80000.0,11.289781913656018
LST102506,Bhakti Park,south,2,1205.0,3.0,5.0,9.0,602.5,1.5,0.5555555555555556,0,29.04564315352697,11.201128874867234,Super Area,Furnished,Family,Contact Agent,mid (4-10),35000.0,10.46310334047155
LST103338,Mehboob Studio,south,2,574.0,2.0,3.0,36.0,287.0,1.0,0.08333333333333333,1,56.62020905923345,10.987629420041271,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,low (1-3),32500.0,10.388995368317829
LST104320,Chandivali,east,3,2149.0,3.0,3.0,5.0,716.3333333333334,1.0,0.6,0,125.63983248022336,11.053744569546843,Carpet Area,Unfurnished,Bachelors,Contact Agent,low (1-3),270000.0,12.506177237980511
LST101598,Mira Bhayandar,north,4,1514.0,4.0,36.0,45.0,378.5,1.0,0.8,1,75.62747688243064,10.682798019835548,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),114500.0,11.648330101976432
LST101164,Chembur,east,1,438.0,1.0,3.0,32.0,438.0,1.0,0.09375,1,51.36986301369863,10.890775934151565,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,low (1-3),22500.0,10.021270588192511
LST104688,Sewri,south,3,2284.0,4.0,13.0,21.0,761.3333333333334,1.3333333333333333,0.6190476190476191,1,107.48686514886164,11.575647234600122,Carpet Area,Semi-Furnished,Family,Contact Owner,high (11+),245500.0,12.411052226216713
LST102369,Poonam Gardens,north,2,692.0,2.0,0.0,7.0,346.0,1.0,0.0,0,83.09248554913295,11.175942765835366,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,ground/basement,57500.0,10.959540226785442
LST102787,Cuffe Parade,south,3,1224.0,2.0,18.0,26.0,408.0,0.6666666666666666,0.6923076923076923,1,122.140522875817,10.618615350577109,Carpet Area,Furnished,Family,Contact Owner,high (11+),149500.0,11.915051671812877
LST101676,Peddar Road,south,1,306.0,1.0,33.0,41.0,306.0,1.0,0.8048780487804879,1,76.79738562091504,10.816840980227157,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),23500.0,10.06475570013225
LST104568,Sunder Nagar,north,1,351.0,2.0,8.0,20.0,351.0,2.0,0.4,1,48.433048433048434,10.697902829536565,Super Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),17000.0,9.740968623038354
LST101888,Mira Road,east,1,288.0,1.0,19.0,30.0,288.0,1.0,0.6333333333333333,1,65.97222222222223,10.72183090798483,Super Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),19000.0,9.852194258148577
LST100480,Chembur,east,4,1950.0,4.0,11.0,21.0,487.5,1.0,0.5238095238095238,1,97.43589743589743,10.890775934151565,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),190000.0,12.154779351142624
LST101587,Andheri West,west,2,1007.0,2.0,9.0,31.0,503.5,1.0,0.2903225806451613,1,15.888778550148958,11.119863194438148,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,mid (4-10),16000.0,9.680344001221918
LST100340,Thakur Complex,north,1,430.0,1.0,5.0,7.0,430.0,1.0,0.7142857142857143,0,43.02325581395349,10.75665974952721,Carpet Area,Unfurnished,Family,Contact Agent,mid (4-10),18500.0,9.825526011066415
LST100637,Santacruz West,west,3,1250.0,3.0,11.0,13.0,416.6666666666667,1.0,0.8461538461538461,0,144.0,11.326546812574792,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),180000.0,12.100712129872347
LST104098,Thakur Complex,north,2,780.0,3.0,15.0,25.0,390.0,1.5,0.6,1,84.61538461538461,10.75665974952721,Carpet Area,Furnished,Bachelors/Family,Contact Owner,high (11+),66000.0,11.097410021008562
LST104631,Goregaon West,north,2,753.0,2.0,16.0,37.0,376.5,1.0,0.43243243243243246,1,70.3851261620186,10.945931095246783,Carpet Area,Furnished,Family,Contact Agent,high (11+),53000.0,10.87804719253426
LST103451,Anushakti Nagar,east,2,764.0,2.0,8.0,13.0,382.0,1.0,0.6153846153846154,0,47.12041884816754,10.550224725523707,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),36000.0,10.491274217438248
LST103054,Prabhadevi,south,3,1502.0,2.0,10.0,11.0,500.6666666666667,0.6666666666666666,0.9090909090909091,0,90.54593874833556,11.084612109046844,Carpet Area,Unfurnished,Family,Contact Owner,mid (4-10),136000.0,11.820410164718188
LST100045,Mira Bhayandar,north,1,410.0,2.0,9.0,22.0,410.0,2.0,0.4090909090909091,1,39.02439024390244,10.682798019835548,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),16000.0,9.680344001221918
LST103167,Chakala,east,4,2140.0,4.0,6.0,14.0,535.0,1.0,0.42857142857142855,0,72.19626168224299,11.211440849809541,Carpet Area,Furnished,Family,Contact Owner,mid (4-10),154500.0,11.947949375319936
LST101378,Kalina,south,1,574.0,1.0,7.0,20.0,574.0,1.0,0.35,1,56.62020905923345,11.171060841475402,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),32500.0,10.388995368317829
LST104177,Dadar East,south,3,1217.0,3.0,8.0,36.0,405.6666666666667,1.0,0.2222222222222222,1,114.62612982744453,10.933200243737723,Super Area,Furnished,Family,Contact Owner,mid (4-10),139500.0,11.845819880243557
LST100818,in Santacruz East,west,1,385.0,1.0,0.0,5.0,385.0,1.0,0.0,0,54.54545454545455,11.158456119701041,Super Area,Unfurnished,Bachelors/Family,Contact Owner,ground/basement,21000.0,9.95227771670556
LST100178,Juhu,west,4,2200.0,4.0,6.0,10.0,550.0,1.0,0.6,0,176.62429858991135,11.420339138906948,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),400000.0,12.89921982609012
LST103238,Prabhadevi,south,1,486.0,2.0,6.0,45.0,486.0,2.0,0.13333333333333333,1,133.7448559670782,11.084612109046844,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),65000.0,11.082142548877775
LST104443,Bhandup West,east,2,919.0,2.0,15.0,37.0,459.5,1.0,0.40540540540540543,1,93.03590859630033,10.890470738535077,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),85500.0,11.356271654924852
LST104675,Jankalyan Nagar,east,2,798.0,2.0,12.0,25.0,399.0,1.0,0.48,1,45.11278195488722,10.614795942241514,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),36000.0,10.491274217438248
LST101383,Sion,south,2,844.0,1.0,14.0,35.0,422.0,0.5,0.4,1,70.49763033175356,10.92561915747271,Super Area,Furnished,Bachelors,Contact Owner,high (11+),59500.0,10.993731591533722
LST103637,Bandra Kurla Complex,south,2,753.0,3.0,21.0,21.0,376.5,1.5,1.0,1,67.72908366533865,11.057189889236964,Carpet Area,Unfurnished,Family,Contact Agent,high (11+),51000.0,10.839580911706463
LST100662,Mira Road,east,2,753.0,2.0,10.0,22.0,376.5,1.0,0.45454545454545453,1,23.904382470119522,10.72183090798483,Super Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),18000.0,9.798127036878302
LST900015,Pali Hill,west,1,500.0,1.0,5.0,7.0,500.0,1.0,0.7142857142857143,0,120.0,11.152004614861006,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),60000.0,11.002099841204238
LST104068,Mahatama Gandhi Road,east,1,387.0,1.0,4.0,58.0,387.0,1.0,0.06896551724137931,1,28.42377260981912,10.580829191485172,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),11000.0,9.305650551780507
LST103183,Mahim,south,1,429.0,1.0,8.0,8.0,429.0,1.0,1.0,0,12.820512820512821,10.982971428961264,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),5500.0,8.612503371220562
LST100145,Chembur,east,2,750.0,2.0,8.0,16.0,375.0,1.0,0.5,0,66.66666666666667,10.890775934151565,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),50000.0,10.819778284410283
LST101366,Vikhroli West,east,3,1095.0,2.0,25.0,28.0,365.0,0.6666666666666666,0.8928571428571429,1,69.86301369863014,11.18715785139664,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),76500.0,11.245046019814627
LST103203,Chembur,east,1,529.0,1.0,8.0,16.0,529.0,1.0,0.5,0,58.60113421550095,10.890775934151565,Super Area,Semi-Furnished,Family,Contact Owner,mid (4-10),31000.0,10.341742483467284
LST103818,Borivali West,north,3,1641.0,3.0,1.0,7.0,547.0,1.0,0.14285714285714285,0,100.24375380865327,10.875511203034876,Super Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),164500.0,12.010665849187564
LST100430,Bhakti Park,south,1,450.0,1.0,26.0,42.0,450.0,1.0,0.6190476190476191,1,131.11111111111111,11.201128874867234,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),59000.0,10.985292722887856
LST100305,Santacruz East,unknown,3,1450.0,5.0,9.0,10.0,483.3333333333333,1.6666666666666667,0.9,0,89.65517241379311,11.10269196715909,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),130000.0,11.77528972943772
LST103192,Mira Road East,north,1,581.0,2.0,25.0,43.0,581.0,2.0,0.5813953488372093,1,44.75043029259897,10.732740268164365,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),26000.0,10.165851817003619
LST103488,Borivali East,north,1,246.0,1.0,24.0,60.0,246.0,1.0,0.4,1,75.20325203252033,10.70221031569076,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),18500.0,9.825526011066415
LST102363,Sindhi Society Chembur,south,3,1858.0,2.0,3.0,3.0,619.3333333333334,0.6666666666666666,1.0,0,58.1270182992465,11.129701962688948,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,low (1-3),108000.0,11.589886506106357
LST103421,Azad Nagar Colaba,south,2,907.0,2.0,30.0,45.0,453.5,1.0,0.6666666666666666,1,103.63836824696803,10.864839586410131,Super Area,Furnished,Family,Contact Owner,high (11+),94000.0,11.451050061252142
LST103700,4 Bunglows,east,3,891.0,3.0,5.0,20.0,297.0,1.0,0.25,1,58.92255892255892,11.253068093606258,Super Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),52500.0,10.868568448579715
LST104306,Lokhandwala Twp,north,4,1341.0,4.0,16.0,20.0,335.25,1.0,0.8,1,125.27964205816555,11.001962497923795,Super Area,Unfurnished,Bachelors,Contact Owner,high (11+),168000.0,12.031719258385396
LST101826,Bhandup East,east,1,450.0,1.0,18.0,21.0,450.0,1.0,0.8571428571428571,1,101.11111111111111,10.80190303849778,Super Area,Unfurnished,Family,Contact Owner,high (11+),45500.0,10.725467604939041
LST102326,Bandra West,south,1,413.0,1.0,15.0,19.0,413.0,1.0,0.7894736842105263,0,64.16464891041163,11.41516651287186,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),26500.0,10.184900011974314
LST102598,Goregaon East,north,2,766.0,1.0,5.0,14.0,383.0,0.5,0.35714285714285715,0,68.53785900783289,11.005324871947899,Carpet Area,Furnished,Bachelors,Contact Owner,mid (4-10),52500.0,10.868568448579715
LST100005,Bandra West,south,1,650.0,1.0,4.0,7.0,650.0,1.0,0.5714285714285714,0,92.3076923076923,11.41516651287186,Super Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),60000.0,11.002099841204238
LST100907,Worli,south,4,2080.0,5.0,34.0,46.0,520.0,1.25,0.7391304347826086,1,176.62429858991135,11.190878783089097,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),400000.0,12.89921982609012
LST104270,Mulund West,east,2,639.0,2.0,25.0,42.0,319.5,1.0,0.5952380952380952,1,61.81533646322379,10.780672329678938,Super Area,Unfurnished,Family,Contact Agent,high (11+),39500.0,10.584055950889214
LST101152,Powai,east,2,753.0,3.0,8.0,17.0,376.5,1.5,0.47058823529411764,0,147.41035856573706,10.964246195304222,Super Area,Furnished,Bachelors,Contact Owner,mid (4-10),111000.0,11.617285480294472
LST104615,Powai,east,2,873.0,2.0,19.0,85.0,436.5,1.0,0.2235294117647059,1,47.537227949599085,10.964246195304222,Super Area,Furnished,Family,Contact Owner,high (11+),41500.0,10.63344870621879
LST103212,Pali Hill,west,1,440.0,1.0,10.0,22.0,440.0,1.0,0.45454545454545453,1,72.72727272727273,11.152004614861006,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),32000.0,10.373491181781864
LST102623,Chakala,east,2,888.0,3.0,12.0,13.0,444.0,1.5,0.9230769230769231,0,109.79729729729729,11.211440849809541,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),97500.0,11.487607656985938
LST102954,Bander Pakhadi,north,1,379.0,1.0,16.0,28.0,379.0,1.0,0.5714285714285714,1,65.96306068601584,10.557449048857551,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),25000.0,10.126631103850338
LST100682,Andheri East,west,1,495.0,2.0,5.0,7.0,495.0,2.0,0.7142857142857143,0,54.54545454545455,10.95227718741345,Super Area,Furnished,Bachelors/Family,Contact Owner,mid (4-10),27000.0,10.203592144986466
LST102025,Sion Trombay Road,east,4,2762.0,4.0,8.0,11.0,690.5,1.0,0.7272727272727273,0,129.25416364952932,11.228987436313517,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),357000.0,12.785491060761776
LST104144,Mulund West,east,1,435.0,1.0,39.0,60.0,435.0,1.0,0.65,1,94.25287356321839,10.780672329678938,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),41000.0,10.621327345686446
LST103458,Vikhroli East,east,1,560.0,1.0,20.0,33.0,560.0,1.0,0.6060606060606061,1,63.392857142857146,11.089420114897532,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),35500.0,10.477287975463508
LST103368,Agripada,south,1,362.0,1.0,15.0,28.0,362.0,1.0,0.5357142857142857,1,64.9171270718232,11.181718803449966,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),23500.0,10.06475570013225
LST104302,Parel,south,1,464.0,1.0,18.0,28.0,464.0,1.0,0.6428571428571429,1,115.30172413793103,11.124955527722204,Carpet Area,Furnished,Bachelors,Contact Agent,high (11+),53500.0,10.887436932884098
LST100425,Goregaon East,north,2,755.0,2.0,12.0,31.0,377.5,1.0,0.3870967741935484,1,52.980132450331126,11.005324871947899,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),40000.0,10.596634733096073
LST103540,orchid suburbia,north,2,879.0,2.0,12.0,20.0,439.5,1.0,0.6,1,91.01251422070534,10.952000582161782,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),80000.0,11.289781913656018
LST104906,Bhandup West,east,4,2544.0,4.0,26.0,42.0,636.0,1.0,0.6190476190476191,1,97.48427672955975,10.890470738535077,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),248000.0,12.421184025147118
LST101935,Kandivali East,north,4,1973.0,3.0,3.0,5.0,493.25,0.75,0.6,0,93.25899645210339,10.97776616951422,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),184000.0,12.122691036591123
LST102583,Mira Road,east,2,1034.0,3.0,5.0,5.0,517.0,1.5,1.0,0,40.135396518375245,10.72183090798483,Super Area,Furnished,Family,Contact Agent,mid (4-10),41500.0,10.63344870621879
LST101695,Thakur Complex,north,2,648.0,2.0,5.0,7.0,324.0,1.0,0.7142857142857143,0,120.37037037037037,10.75665974952721,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),78000.0,11.26446410567173
LST101423,Kandivali East,north,2,829.0,2.0,25.0,47.0,414.5,1.0,0.5319148936170213,1,50.06031363088058,10.97776616951422,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),41500.0,10.63344870621879
LST103822,Worli Naka Acharaya Atre Chowk,south,1,438.0,1.0,5.0,11.0,438.0,1.0,0.45454545454545453,0,52.51141552511415,10.88298843351702,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),23000.0,10.043249494911286
LST103982,Taloja Phase 2,east,2,671.0,1.0,12.0,16.0,335.5,0.5,0.75,0,82.7123695976155,10.657585103751387,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),55500.0,10.924138299734526
LST103942,90 ft road,east,1,217.0,1.0,8.0,18.0,217.0,1.0,0.4444444444444444,0,46.08294930875576,11.250749931807675,Super Area,Furnished,Bachelors/Family,Contact Owner,mid (4-10),10000.0,9.210340371976184
LST104605,Dadar TT Circle,south,2,1126.0,1.0,9.0,11.0,563.0,0.5,0.8181818181818182,0,77.26465364120781,11.183224830869467,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),87000.0,11.37366339763672
LST100660,Ghatkopar West,east,2,649.0,2.0,5.0,22.0,324.5,1.0,0.22727272727272727,1,86.28659476117103,10.699375206527325,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),56000.0,10.933106969717286
LST103141,Santacruz East,unknown,2,565.0,2.0,32.0,59.0,282.5,1.0,0.5423728813559322,1,63.716814159292035,11.10269196715909,Carpet Area,Unfurnished,Family,Contact Agent,high (11+),36000.0,10.491274217438248
LST100039,Ghatkopar West,east,1,500.0,2.0,2.0,8.0,500.0,2.0,0.25,0,50.0,10.699375206527325,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,low (1-3),25000.0,10.126631103850338
LST102715,Kanjurmarg West,east,1,393.0,1.0,9.0,18.0,393.0,1.0,0.5,0,75.06361323155217,11.130296296719283,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),29500.0,10.292145542327912
LST103012,Goregaon East,north,1,531.0,1.0,3.0,14.0,531.0,1.0,0.21428571428571427,0,11.299435028248588,11.005324871947899,Super Area,Semi-Furnished,Family,Contact Owner,low (1-3),6000.0,8.699514748210191
LST100978,Mulund East,east,2,697.0,2.0,7.0,15.0,348.5,1.0,0.4666666666666667,0,78.90961262553802,10.767055784624215,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),55000.0,10.915088464214607
LST101715,Collector Colony,south,2,1063.0,2.0,11.0,12.0,531.5,1.0,0.9166666666666666,0,76.6698024459078,10.781871810090554,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),81500.0,11.308358299228955
LST102086,Powai,east,2,891.0,2.0,34.0,58.0,445.5,1.0,0.5862068965517241,1,65.65656565656566,10.964246195304222,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),58500.0,10.976782033219948
LST103241,Sion East,south,3,1160.0,3.0,7.0,12.0,386.6666666666667,1.0,0.5833333333333334,0,98.27586206896552,10.972200971021213,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),114000.0,11.643953727376633
LST100808,Dadar East,south,1,410.0,1.0,6.0,12.0,410.0,1.0,0.5,0,121.95121951219512,10.933200243737723,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),50000.0,10.819778284410283
LST104612,Ghatkopar East,east,3,2018.0,4.0,12.0,31.0,672.6666666666666,1.3333333333333333,0.3870967741935484,1,103.3201189296333,10.78550026550078,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),208500.0,12.247694320220994
LST104093,Chandivali,east,4,2206.0,4.0,20.0,31.0,551.5,1.0,0.6451612903225806,1,176.62429858991135,11.053744569546843,Super Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),543000.0,13.204864598916073
LST103116,Adarsh Nagar,south,4,1561.0,4.0,7.0,9.0,390.25,1.0,0.7777777777777778,0,69.82703395259449,10.865864133386971,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),109000.0,11.59910316121128
LST104379,Chandivali,east,2,912.0,3.0,14.0,21.0,456.0,1.5,0.6666666666666666,1,53.728070175438596,11.053744569546843,Carpet Area,Unfurnished,Bachelors,Contact Agent,high (11+),49000.0,10.799575577092764
LST101979,Kanjurmarg East,east,1,524.0,1.0,15.0,43.0,524.0,1.0,0.3488372093023256,1,77.29007633587786,10.486558144680133,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),40500.0,10.60905725309463
LST103876,Tilak Nagar - Harbour Line,south,5,3289.0,6.0,10.0,25.0,657.8,1.2,0.4,1,133.47522043174217,11.287096555756845,Super Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),439000.0,12.992254692057308
LST100713,Santacruz West,west,3,1000.0,3.0,2.0,4.0,333.3333333333333,1.0,0.5,0,100.0,11.326546812574792,Carpet Area,Furnished,Bachelors/Family,Contact Agent,low (1-3),100000.0,11.512925464970229
LST101163,Powai,east,1,393.0,1.0,8.0,16.0,393.0,1.0,0.5,0,29.262086513994912,10.964246195304222,Carpet Area,Furnished,Family,Contact Agent,mid (4-10),11500.0,9.350102314351341
LST101661,Parel,south,4,2340.0,3.0,10.0,28.0,585.0,0.75,0.35714285714285715,1,122.00854700854701,11.124955527722204,Super Area,Furnished,Family,Contact Agent,mid (4-10),285500.0,12.561997308078203
LST101927,Mahim West,south,2,788.0,3.0,4.0,10.0,394.0,1.5,0.4,0,60.27918781725889,11.018337759329258,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),47500.0,10.768484990022733
LST101817,Mira Road East,north,2,761.0,3.0,19.0,38.0,380.5,1.5,0.5,1,70.30223390275953,10.732740268164365,Built Up Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),53500.0,10.887436932884098
LST100688,Worli,south,2,750.0,2.0,6.0,16.0,375.0,1.0,0.375,0,106.66666666666667,11.190878783089097,Carpet Area,Furnished,Bachelors,Contact Agent,mid (4-10),80000.0,11.289781913656018
LST103606,Taloja Phase 2,east,2,609.0,3.0,30.0,37.0,304.5,1.5,0.8108108108108109,1,59.93431855500821,10.657585103751387,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),36500.0,10.505067539570582
LST101990,Nalasopara,north,2,714.0,3.0,25.0,50.0,357.0,1.5,0.5,1,28.011204481792717,10.506553408931843,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),20000.0,9.903487552536127
LST100346,Saki Vihar Road,east,2,710.0,2.0,8.0,16.0,355.0,1.0,0.5,0,63.38028169014085,11.102467880785758,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),45000.0,10.714417768752456
LST101399,Chembur,east,2,876.0,3.0,13.0,26.0,438.0,1.5,0.5,1,54.22374429223744,10.890775934151565,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),47500.0,10.768484990022733
LST102022,in Santacruz East,west,3,978.0,3.0,12.0,22.0,326.0,1.0,0.5454545454545454,1,88.95705521472392,11.158456119701041,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),87000.0,11.37366339763672
LST102059,Best Nagar Goregaon West,north,1,459.0,1.0,37.0,51.0,459.0,1.0,0.7254901960784313,1,59.91285403050109,10.863661825803973,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),27500.0,10.221941283654663
LST102788,Parel,south,3,1308.0,4.0,45.0,60.0,436.0,1.3333333333333333,0.75,1,99.38837920489297,11.124955527722204,Super Area,Unfurnished,Family,Contact Owner,high (11+),130000.0,11.77528972943772
LST104854,Parel,south,2,826.0,1.0,15.0,36.0,413.0,0.5,0.4166666666666667,1,62.95399515738499,11.124955527722204,Super Area,Unfurnished,Family,Contact Owner,high (11+),52000.0,10.858998997563564
LST101995,Jogeshwari West,west,2,794.0,3.0,14.0,21.0,397.0,1.5,0.6666666666666666,1,52.26700251889169,10.984652688437288,Super Area,Unfurnished,Bachelors,Contact Owner,high (11+),41500.0,10.63344870621879
LST103948,Hiranandani Gardens,east,1,450.0,1.0,11.0,21.0,450.0,1.0,0.5238095238095238,1,55.55555555555556,10.985276050143012,Super Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),25000.0,10.126631103850338
LST102251,Parel,south,2,1181.0,3.0,4.0,6.0,590.5,1.5,0.6666666666666666,0,162.15071972904317,11.124955527722204,Carpet Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),191500.0,12.162643087602838
LST104697,Mira Road,east,2,814.0,3.0,9.0,22.0,407.0,1.5,0.4090909090909091,1,73.09582309582309,10.72183090798483,Super Area,Unfurnished,Family,Contact Agent,mid (4-10),59500.0,10.993731591533722
LST102472,Vasai East,north,1,599.0,1.0,3.0,15.0,599.0,1.0,0.2,0,29.215358931552586,10.622741860756848,Super Area,Furnished,Bachelors,Contact Agent,low (1-3),17500.0,9.769956159911606
LST100451,Goregaon East,north,2,902.0,2.0,41.0,41.0,451.0,1.0,1.0,1,94.2350332594235,11.005324871947899,Carpet Area,Furnished,Bachelors/Family,Contact Agent,high (11+),85000.0,11.350406535472453
LST104377,Chembur East,south,1,406.0,1.0,46.0,77.0,406.0,1.0,0.5974025974025974,1,59.11330049261084,11.048743655120719,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),24000.0,10.085809109330082
LST103354,Devi Pada,unknown,2,1020.0,1.0,-2.0,18.0,510.0,0.5,-0.1111111111111111,0,112.25490196078431,10.737215942706229,Super Area,Unfurnished,Bachelors,Contact Owner,ground/basement,114500.0,11.648330101976432
LST103791,Vile Parle East,west,2,919.0,2.0,15.0,25.0,459.5,1.0,0.6,1,77.25788900979326,11.204122908080516,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),71000.0,11.170435156023453
LST100826,Gokuldham,north,2,700.0,2.0,14.0,23.0,350.0,1.0,0.6086956521739131,1,54.285714285714285,10.854843817874576,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),38000.0,10.545341438708522
LST100900,Prabhadevi,south,2,750.0,2.0,4.0,13.0,375.0,1.0,0.3076923076923077,0,100.0,11.084612109046844,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),75000.0,11.225243392518447
LST100948,Mira Road,east,2,700.0,2.0,8.0,22.0,350.0,1.0,0.36363636363636365,1,28.571428571428573,10.72183090798483,Super Area,Unfurnished,Family,Contact Owner,mid (4-10),20000.0,9.903487552536127
LST103895,Andheri West,west,1,560.0,1.0,27.0,45.0,560.0,1.0,0.6,1,50.0,11.119863194438148,Carpet Area,Semi-Furnished,Family,Contact Owner,high (11+),28000.0,10.239959789157341
LST103943,Chakala MIDC,east,2,725.0,2.0,5.0,15.0,362.5,1.0,0.3333333333333333,0,48.275862068965516,11.286640048037874,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),35000.0,10.46310334047155
LST103057,Moti Nagar,west,1,628.0,2.0,0.0,6.0,628.0,2.0,0.0,0,14.331210191082803,10.105285590477383,Carpet Area,Unfurnished,Bachelors,Contact Agent,ground/basement,9000.0,9.104979856318357
LST101654,Link Road,west,2,959.0,2.0,19.0,21.0,479.5,1.0,0.9047619047619048,1,18.248175182481752,10.50558206918994,Carpet Area,Semi-Furnished,Family,Contact Owner,high (11+),17500.0,9.769956159911606
