listing_id,city,locality_name,address,bhk,rent,size,area_type,floor_num,total_floors,bathroom,furnishing_status,tenant_preferred,point_of_contact
LST100872,Mumbai,Chembur,"Uttam Society, Chembur",1,26000.0,649.0,Super Area,3.0,3.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST102214,Mumbai,Sai Nagar,"Kanakia Hollywood, Sai Nagar",1,17000.0,260.0,Super Area,5.0,17.0,1.0,Semi-Furnished,Family,Contact Owner
LST101971,Mumbai,Wadala East,"Dosti Ambrosia, Wadala East",3,217000.0,1346.0,Super Area,9.0,21.0,2.0,Semi-Furnished,Family,Contact Agent
LST103940,Mumbai,Film City Road,Film City Road,1,17500.0,323.0,Carpet Area,2.0,24.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST101365,Mumbai,Goregaon East,"Oberoi Esquire, Goregaon East",2,50000.0,604.0,Carpet Area,10.0,15.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST104946,Mumbai,Prabhadevi,"Suryodaya CHS, Prabhadevi",2,9000.0,924.0,Carpet Area,4.0,6.0,3.0,Furnished,Family,Contact Owner
LST102596,Mumbai,Goregaon East,"Oberoi Woods, Goregaon East",4,237500.0,1984.0,Carpet Area,76.0,78.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104972,Mumbai,Malad East,"Raheja Heights, Malad East",1,16500.0,450.0,Carpet Area,5.0,18.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST102282,Mumbai,Beverly Park,"Salasar Garden, Beverly Park",3,168500.0,1303.0,Carpet Area,25.0,50.0,4.0,Furnished,Family,Contact Owner
LST102971,Mumbai,Wadala East,"Lodha Altia, Wadala East",2,89500.0,899.0,Super Area,27.0,58.0,3.0,Furnished,Bachelors,Contact Agent
LST100830,Mumbai,Chembur,Chembur,1,21000.0,450.0,Super Area,4.0,7.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST103414,Mumbai,Virar West,"Ekta Parksville, Virar West",3,149500.0,1491.0,Super Area,5.0,9.0,3.0,Furnished,Family,Contact Agent
LST103666,Mumbai,Worli,"World One Tower Mumbai, Worli",2,60500.0,886.0,Carpet Area,12.0,16.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST104417,Mumbai,Saki Vihar Road,Saki Vihar Road,3,79500.0,808.0,Carpet Area,6.0,16.0,3.0,Furnished,Family,Contact Agent
LST101829,Mumbai,Datta Pada,Datta Pada,3,196500.0,1502.0,Carpet Area,45.0,77.0,4.0,Unfurnished,Family,Contact Owner
LST104381,Mumbai,Powai,"L&T Emerald Isle, Powai",2,123000.0,979.0,Super Area,10.0,23.0,2.0,Furnished,Family,Contact Owner
LST101713,Mumbai,Gokuldham,"Valentine Apartments, Gokuldham",1,6000.0,389.0,Carpet Area,13.0,24.0,1.0,Furnished,Bachelors,Contact Owner
LST100866,Mumbai,Ghatkopar East,Ghatkopar East,1,25000.0,475.0,Carpet Area,11.0,15.0,2.0,Unfurnished,Bachelors,Contact Agent
LST100507,Mumbai,Khar West,Khar West,2,180000.0,1200.0,Carpet Area,7.0,12.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST100323,Mumbai,Bandra West,"Smoky Hill Apartment, Bandra West",2,150000.0,1000.0,Carpet Area,4.0,9.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102557,Mumbai,Seven Bungalows,"Milap CHS, Seven Bungalows",2,38500.0,642.0,Super Area,9.0,27.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101755,Mumbai,Bhayandar East,Bhayandar East,1,38000.0,480.0,Carpet Area,19.0,19.0,2.0,Unfurnished,Bachelors,Contact Agent
LST101601,Mumbai,Hiranandani Gardens,"Hiranandani Gardens Torino, Hiranandani Gardens",3,184000.0,1554.0,Super Area,15.0,23.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102074,Mumbai,Kanch Pada,"Auris Serenity, Kanch Pada",1,33500.0,698.0,Super Area,12.0,14.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST104175,Mumbai,Lokhandwala Twp,"Lokhandwala Octacrest, Lokhandwala Twp",2,120500.0,968.0,Carpet Area,9.0,55.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST101828,Mumbai,Chembur,"Sabari Palm View, Chembur",2,40000.0,703.0,Super Area,8.0,13.0,2.0,Unfurnished,Bachelors,Contact Owner
LST101063,Mumbai,Sunder Nagar,"Dheeraj Kiran CHS Walad West, Sunder Nagar",1,33000.0,382.0,Super Area,7.0,19.0,1.0,Furnished,Family,Contact Owner
LST101834,Mumbai,Hindu Colony,Hindu Colony,2,61000.0,775.0,Super Area,5.0,13.0,2.0,Unfurnished,Bachelors,Contact Agent
LST102683,Mumbai,Hiranandani Gardens,"Hiranandani Gardens Torino, Hiranandani Gardens",2,44500.0,654.0,Carpet Area,2.0,9.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102682,Mumbai,Goregaon East,"Velentine Tower, Goregaon East",1,24000.0,406.0,Carpet Area,6.0,23.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102566,Mumbai,Chandivali,"Sunglow, Chandivali",3,256000.0,2111.0,Carpet Area,1.0,9.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST102702,Mumbai,Goregaon East,"Shiv Dham Apartment, Goregaon East",2,56000.0,747.0,Super Area,11.0,20.0,3.0,Semi-Furnished,Family,Contact Agent
LST101045,Mumbai,Mira Road East,"Kanungos Garden City, Mira Road East",2,45500.0,615.0,Carpet Area,18.0,32.0,2.0,Unfurnished,Family,Contact Owner
LST100554,Mumbai,Powai,"Hiranandani Castle Rock, Powai",2,75000.0,777.0,Carpet Area,17.0,22.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103144,Mumbai,shivsagar,shivsagar,2,117000.0,1033.0,Super Area,14.0,27.0,2.0,Unfurnished,Family,Contact Owner
LST103198,Mumbai,Borivali West,"Veena Signature, Borivali West",3,125500.0,1083.0,Super Area,15.0,36.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102049,Mumbai,Chembur,"Safal Saraswati, Chembur",1,46500.0,336.0,Super Area,7.0,8.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST100153,Mumbai,Mahavir Nagar,"Leo Ratnakar, Mahavir Nagar",1,20000.0,570.0,Super Area,6.0,7.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST100966,Mumbai,Chembur,Chembur,2,45000.0,670.0,Carpet Area,17.0,22.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST104105,Mumbai,orchid suburbia,orchid suburbia,1,34500.0,376.0,Carpet Area,48.0,67.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST900011,Mumbai,Bhandup West,"Mayuresh Srishti, Bhandup West",1,54500.0,504.0,Super Area,12.0,24.0,2.0,Unfurnished,Bachelors,Contact Agent
LST104051,Mumbai,Bandra Band Stand,"Band Stand, Bandra Band Stand",1,24500.0,506.0,Carpet Area,3.0,15.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST100877,Mumbai,Khar West,Khar West,3,100000.0,1200.0,Carpet Area,8.0,14.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST101670,Mumbai,anjali,anjali,2,52500.0,1194.0,Carpet Area,9.0,55.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST100101,Mumbai,Goregaon East,"Oberoi Esquire, Goregaon East",3,150000.0,1330.0,Carpet Area,12.0,45.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104728,Mumbai,Jogeshwari West,"Lodha Bel Air, Jogeshwari West",2,49000.0,753.0,Carpet Area,2.0,22.0,2.0,Unfurnished,Family,Contact Agent
LST101418,Mumbai,Vile Parle West,Vile Parle West,1,72500.0,498.0,Super Area,11.0,14.0,1.0,Unfurnished,Family,Contact Owner
LST101513,Mumbai,GREEN PARK,GREEN PARK,3,131500.0,1657.0,Carpet Area,3.0,28.0,3.0,Semi-Furnished,Family,Contact Agent
LST101865,Mumbai,Oshiwara,Oshiwara,1,43500.0,353.0,Carpet Area,4.0,12.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST104685,Mumbai,Dadar East,"Bombay Dyeing Two ICC, Dadar East",1,25000.0,399.0,Super Area,13.0,16.0,1.0,Semi-Furnished,Family,Contact Owner
LST101437,Mumbai,Dina Bama Estate,Dina Bama Estate,4,371000.0,1759.0,Super Area,7.0,24.0,3.0,Semi-Furnished,Family,Contact Agent
LST100499,Mumbai,Altamount Road,Altamount Road,5,500000.0,3900.0,Carpet Area,4.0,6.0,5.0,Furnished,Bachelors/Family,Contact Agent
LST104535,Mumbai,Kandivali East,"The Windsor, Kandivali East",2,70500.0,682.0,Carpet Area,-1.0,20.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST101966,Mumbai,Gokuldham,Gokuldham,3,163500.0,1329.0,Carpet Area,6.0,11.0,2.0,Semi-Furnished,Family,Contact Agent
LST100160,Mumbai,Gokuldham,Gokuldham,2,47000.0,585.0,Carpet Area,7.0,8.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST900019,Mumbai,Seven Bungalows,Seven Bungalows,3,150000.0,1300.0,Carpet Area,6.0,7.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100224,Mumbai,90 ft road,90 ft road,2,35000.0,550.0,Carpet Area,7.0,7.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST104589,Mumbai,Goregaon East,"Yashodham Complex, Goregaon East",3,84500.0,1050.0,Carpet Area,8.0,36.0,3.0,Semi-Furnished,Family,Contact Owner
LST102106,Mumbai,Bandra West,"Sunflower Apartment, Bandra West",2,28000.0,535.0,Carpet Area,-1.0,30.0,2.0,Unfurnished,Family,Contact Owner
LST102365,Mumbai,new panvel,new panvel,3,135000.0,1551.0,Super Area,43.0,78.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104114,Mumbai,Pali Hill,"Green Gate Apartment, Pali Hill",3,214000.0,1144.0,Carpet Area,10.0,24.0,3.0,Furnished,Bachelors,Contact Owner
LST103258,Mumbai,Bhandup West,"Marathon Embryo, Bhandup West",1,14500.0,514.0,Super Area,14.0,23.0,1.0,Semi-Furnished,Family,Contact Agent
LST100029,Mumbai,Malad East,Malad East,1,14000.0,424.0,Super Area,3.0,7.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100033,Mumbai,Sion East,"Everard Nagar Co Operative Housing Society, Sion East",2,32000.0,586.0,Super Area,0.0,4.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101014,Mumbai,Prabhadevi,"Ivory Tower, Prabhadevi",5,530500.0,4406.0,Carpet Area,41.0,41.0,4.0,Furnished,Family,Contact Owner
LST100799,Mumbai,Andheri East,"Eco Residency, Andheri East",2,45000.0,850.0,Carpet Area,9.0,12.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST103444,Mumbai,in Kandivali West,in Kandivali West,3,80000.0,1095.0,Carpet Area,5.0,12.0,4.0,Semi-Furnished,Family,Contact Agent
LST102506,Mumbai,Bhakti Park,"Odyssey Bhakti Park, Bhakti Park",2,35000.0,1205.0,Super Area,5.0,9.0,3.0,Furnished,Family,Contact Agent
LST103338,Mumbai,Mehboob Studio,Mehboob Studio,2,32500.0,574.0,Carpet Area,3.0,36.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST104320,Mumbai,Chandivali,Chandivali,3,270000.0,2149.0,Carpet Area,3.0,5.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101598,Mumbai,Mira Bhayandar,Mira Bhayandar,4,114500.0,1514.0,Carpet Area,36.0,45.0,4.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101164,Mumbai,Chembur,"Ekta Legranz, Chembur",1,22500.0,438.0,Super Area,3.0,32.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104688,Mumbai,Sewri,"Dosti Flamingo, Sewri",3,245500.0,2284.0,Carpet Area,13.0,21.0,4.0,Semi-Furnished,Family,Contact Owner
LST102369,Mumbai,Poonam Gardens,"Swayam Apartment, Poonam Gardens",2,57500.0,692.0,Carpet Area,0.0,7.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST102787,Mumbai,Cuffe Parade,Cuffe Parade,3,149500.0,1224.0,Carpet Area,18.0,26.0,2.0,Furnished,Family,Contact Owner
LST101676,Mumbai,Peddar Road,Peddar Road,1,23500.0,306.0,Super Area,33.0,41.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104568,Mumbai,Sunder Nagar,"Dheeraj Kiran CHS Walad West, Sunder Nagar",1,17000.0,351.0,Super Area,8.0,20.0,2.0,Unfurnished,Bachelors,Contact Owner
LST101888,Mumbai,Mira Road,"Gaurav Excellency, Mira Road",1,19000.0,288.0,Super Area,19.0,30.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST100480,Mumbai,Chembur,"Godrej Serenity Mumbai, Chembur",4,190000.0,1950.0,Carpet Area,11.0,21.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST101587,Mumbai,Andheri West,"Adani Western Heights, Andheri West",2,16000.0,1007.0,Carpet Area,9.0,31.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST100340,Mumbai,Thakur Complex,"Gokul Accord, Thakur Complex",1,18500.0,430.0,Carpet Area,5.0,7.0,1.0,Unfurnished,Family,Contact Agent
LST100637,Mumbai,Santacruz West,"Ekta Trinity, Santacruz West",3,180000.0,1250.0,Carpet Area,11.0,13.0,3.0,Semi-Furnished,Family,Contact Agent
LST104098,Mumbai,Thakur Complex,"Bhoomi Elegant, Thakur Complex",2,66000.0,780.0,Carpet Area,15.0,25.0,3.0,Furnished,Bachelors/Family,Contact Owner
LST104631,Mumbai,Goregaon West,"Sejal Tower, Goregaon West",2,53000.0,753.0,Carpet Area,16.0,37.0,2.0,Furnished,Family,Contact Agent
LST103451,Mumbai,Anushakti Nagar,Anushakti Nagar,2,36000.0,764.0,Carpet Area,8.0,13.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103054,Mumbai,Prabhadevi,"Paschim Apartments, Prabhadevi",3,136000.0,1502.0,Carpet Area,10.0,11.0,2.0,Unfurnished,Family,Contact Owner
LST100045,Mumbai,Mira Bhayandar,Mira Bhayandar,1,16000.0,410.0,Carpet Area,9.0,22.0,2.0,Semi-Furnished,Family,Contact Agent
LST103167,Mumbai,Chakala,"Rustomjee Central Park, Chakala",4,154500.0,2140.0,Carpet Area,6.0,14.0,4.0,Furnished,Family,Contact Owner
LST101378,Mumbai,Kalina,Kalina,1,32500.0,574.0,Carpet Area,7.0,20.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST104177,Mumbai,Dadar East,Dadar East,3,139500.0,1217.0,Super Area,8.0,36.0,3.0,Furnished,Family,Contact Owner
LST100818,Mumbai,in Santacruz East,in Santacruz East,1,21000.0,385.0,Super Area,0.0,5.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST100178,Mumbai,Juhu,Juhu,4,400000.0,2200.0,Carpet Area,6.0,10.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST103238,Mumbai,Prabhadevi,"Utkarsh CHS, Prabhadevi",1,65000.0,486.0,Carpet Area,6.0,45.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST104443,Mumbai,Bhandup West,Bhandup West,2,85500.0,919.0,Carpet Area,15.0,37.0,2.0,Unfurnished,Family,Contact Owner
LST104675,Mumbai,Jankalyan Nagar,"Ratan Silicon Park, Jankalyan Nagar",2,36000.0,798.0,Super Area,12.0,25.0,2.0,Unfurnished,Bachelors,Contact Agent
LST101383,Mumbai,Sion,Sion,2,59500.0,844.0,Super Area,14.0,35.0,1.0,Furnished,Bachelors,Contact Owner
LST103637,Mumbai,Bandra Kurla Complex,"Kanakia Paris, Bandra Kurla Complex",2,51000.0,753.0,Carpet Area,21.0,21.0,3.0,Unfurnished,Family,Contact Agent
LST100662,Mumbai,Mira Road,"DB Ozone, Mira Road",2,18000.0,753.0,Super Area,10.0,22.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST900015,Mumbai,Pali Hill,"Green Gate Apartment, Pali Hill",1,60000.0,500.0,Carpet Area,5.0,7.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST104068,Mumbai,Mahatama Gandhi Road,Mahatama Gandhi Road,1,11000.0,387.0,Super Area,4.0,58.0,1.0,Furnished,Bachelors,Contact Agent
LST103183,Mumbai,Mahim,Mahim,1,5500.0,429.0,Carpet Area,8.0,8.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100145,Mumbai,Chembur,"Safal Saraswati, Chembur",2,50000.0,750.0,Carpet Area,8.0,16.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST101366,Mumbai,Vikhroli West,"Raj Legacy, Vikhroli West",3,76500.0,1095.0,Carpet Area,25.0,28.0,2.0,Unfurnished,Family,Contact Owner
LST103203,Mumbai,Chembur,"Vijaya Heritage, Chembur",1,31000.0,529.0,Super Area,8.0,16.0,1.0,Semi-Furnished,Family,Contact Owner
LST103818,Mumbai,Borivali West,"Parinee Adney, Borivali West",3,164500.0,1641.0,Super Area,1.0,7.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100430,Mumbai,Bhakti Park,"Lodha New Cuffe Parade, Bhakti Park",1,59000.0,450.0,Carpet Area,26.0,42.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST100305,Mumbai,Santacruz East,Santacruz East,3,130000.0,1450.0,Carpet Area,9.0,10.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103192,Mumbai,Mira Road East,"Hiral Greens, Mira Road East",1,26000.0,581.0,Super Area,25.0,43.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103488,Mumbai,Borivali East,Borivali East,1,18500.0,246.0,Super Area,24.0,60.0,1.0,Semi-Furnished,Family,Contact Agent
LST102363,Mumbai,Sindhi Society Chembur,"Chembur Heights, Sindhi Society Chembur",3,108000.0,1858.0,Carpet Area,3.0,3.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103421,Mumbai,Azad Nagar Colaba,Azad Nagar Colaba,2,94000.0,907.0,Super Area,30.0,45.0,2.0,Furnished,Family,Contact Owner
LST103700,Mumbai,4 Bunglows,"Adani Western Heights, 4 Bunglows",3,52500.0,891.0,Super Area,5.0,20.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST104306,Mumbai,Lokhandwala Twp,"spring grove uno, Lokhandwala Twp",4,168000.0,1341.0,Super Area,16.0,20.0,4.0,Unfurnished,Bachelors,Contact Owner
LST101826,Mumbai,Bhandup East,"White Lily Apartment, Bhandup East",1,45500.0,450.0,Super Area,18.0,21.0,1.0,Unfurnished,Family,Contact Owner
LST102326,Mumbai,Bandra West,"Sunflower Apartment, Bandra West",1,26500.0,413.0,Super Area,15.0,19.0,1.0,Semi-Furnished,Family,Contact Owner
LST102598,Mumbai,Goregaon East,"Yashodham Complex, Goregaon East",2,52500.0,766.0,Carpet Area,5.0,14.0,1.0,Furnished,Bachelors,Contact Owner
LST100005,Mumbai,Bandra West,"Siddhivinayak, Bandra West",1,60000.0,650.0,Super Area,4.0,7.0,1.0,Unfurnished,Bachelors,Contact Agent
LST100907,Mumbai,Worli,"Indiabulls Blu, Worli",4,400000.0,2080.0,Carpet Area,34.0,46.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104270,Mumbai,Mulund West,Mulund West,2,39500.0,639.0,Super Area,25.0,42.0,2.0,Unfurnished,Family,Contact Agent
LST101152,Mumbai,Powai,"Lake Homes, Powai",2,111000.0,753.0,Super Area,8.0,17.0,3.0,Furnished,Bachelors,Contact Owner
LST104615,Mumbai,Powai,"Hiranandani Verona Co op Housing Society Ltd, Powai",2,41500.0,873.0,Super Area,19.0,85.0,2.0,Furnished,Family,Contact Owner
LST103212,Mumbai,Pali Hill,"Dheeraj Swapna Apartment, Pali Hill",1,32000.0,440.0,Carpet Area,10.0,22.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102623,Mumbai,Chakala,"Hubtown Sunmist, Chakala",2,97500.0,888.0,Super Area,12.0,13.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST102954,Mumbai,Bander Pakhadi,"Orchid Suburbia, Bander Pakhadi",1,25000.0,379.0,Super Area,16.0,28.0,1.0,Semi-Furnished,Family,Contact Agent
LST100682,Mumbai,Andheri East,Andheri East,1,27000.0,495.0,Super Area,5.0,7.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST102025,Mumbai,Sion Trombay Road,Sion Trombay Road,4,357000.0,2762.0,Carpet Area,8.0,11.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104144,Mumbai,Mulund West,"Wadhwa Atmosphere, Mulund West",1,41000.0,435.0,Carpet Area,39.0,60.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST103458,Mumbai,Vikhroli East,"Godrej Platinum, Vikhroli East",1,35500.0,560.0,Super Area,20.0,33.0,1.0,Unfurnished,Bachelors,Contact Agent
LST103368,Mumbai,Agripada,Agripada,1,23500.0,362.0,Carpet Area,15.0,28.0,1.0,Unfurnished,Family,Contact Owner
LST104302,Mumbai,Parel,"Crescent Bay Callisto, Parel",1,53500.0,464.0,Carpet Area,18.0,28.0,1.0,Furnished,Bachelors,Contact Agent
LST100425,Mumbai,Goregaon East,"Omkar Ananta, Goregaon East",2,40000.0,755.0,Carpet Area,12.0,31.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103540,Mumbai,orchid suburbia,orchid suburbia,2,80000.0,879.0,Carpet Area,12.0,20.0,2.0,Unfurnished,Family,Contact Owner
LST104906,Mumbai,Bhandup West,"Shree Sai Usha Complex, Bhandup West",4,248000.0,2544.0,Carpet Area,26.0,42.0,4.0,Unfurnished,Family,Contact Owner
LST101935,Mumbai,Kandivali East,"Highway Park Apartment, Kandivali East",4,184000.0,1973.0,Carpet Area,3.0,5.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST102583,Mumbai,Mira Road,"Hubtown Gardenia, Mira Road",2,41500.0,1034.0,Super Area,5.0,5.0,3.0,Furnished,Family,Contact Agent
LST101695,Mumbai,Thakur Complex,"MUKTA MAHEK, Thakur Complex",2,78000.0,648.0,Super Area,5.0,7.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101423,Mumbai,Kandivali East,"Ishwardas Bhuvan CHS, Kandivali East",2,41500.0,829.0,Super Area,25.0,47.0,2.0,Semi-Furnished,Family,Contact Owner
LST103822,Mumbai,Worli Naka Acharaya Atre Chowk,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",1,23000.0,438.0,Super Area,5.0,11.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103982,Mumbai,Taloja Phase 2,Taloja Phase 2,2,55500.0,671.0,Super Area,12.0,16.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST103942,Mumbai,90 ft road,90 ft road,1,10000.0,217.0,Super Area,8.0,18.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST104605,Mumbai,Dadar TT Circle,"Island City Centre, Dadar TT Circle",2,87000.0,1126.0,Carpet Area,9.0,11.0,1.0,Semi-Furnished,Family,Contact Agent
LST100660,Mumbai,Ghatkopar West,"Promenade At The Address, Ghatkopar West",2,56000.0,649.0,Carpet Area,5.0,22.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103141,Mumbai,Santacruz East,Santacruz East,2,36000.0,565.0,Carpet Area,32.0,59.0,2.0,Unfurnished,Family,Contact Agent
LST100039,Mumbai,Ghatkopar West,Ghatkopar West,1,25000.0,500.0,Super Area,2.0,8.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102715,Mumbai,Kanjurmarg West,"Tulip at Runwal Forests, Kanjurmarg West",1,29500.0,393.0,Carpet Area,9.0,18.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103012,Mumbai,Goregaon East,"Lodha Fiorenza, Goregaon East",1,6000.0,531.0,Super Area,3.0,14.0,1.0,Semi-Furnished,Family,Contact Owner
LST100978,Mumbai,Mulund East,"Sai Aasha Daya, Mulund East",2,55000.0,697.0,Carpet Area,7.0,15.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101715,Mumbai,Collector Colony,Collector Colony,2,81500.0,1063.0,Carpet Area,11.0,12.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST102086,Mumbai,Powai,"Lake Superior, Powai",2,58500.0,891.0,Carpet Area,34.0,58.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103241,Mumbai,Sion East,"Everard Nagar Co Operative Housing Society, Sion East",3,114000.0,1160.0,Carpet Area,7.0,12.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST100808,Mumbai,Dadar East,Dadar East,1,50000.0,410.0,Carpet Area,6.0,12.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104612,Mumbai,Ghatkopar East,Ghatkopar East,3,208500.0,2018.0,Super Area,12.0,31.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104093,Mumbai,Chandivali,"Nahar Jonquille and Jamaica, Chandivali",4,543000.0,2206.0,Super Area,20.0,31.0,4.0,Unfurnished,Bachelors/Family,Contact Owner
LST103116,Mumbai,Adarsh Nagar,"Auris Serenity, Adarsh Nagar",4,109000.0,1561.0,Carpet Area,7.0,9.0,4.0,Semi-Furnished,Bachelors,Contact Owner
LST104379,Mumbai,Chandivali,"Panch Ritu, Chandivali",2,49000.0,912.0,Carpet Area,14.0,21.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101979,Mumbai,Kanjurmarg East,"NG Royal Park, Kanjurmarg East",1,40500.0,524.0,Carpet Area,15.0,43.0,1.0,Unfurnished,Family,Contact Owner
LST103876,Mumbai,Tilak Nagar - Harbour Line,Tilak Nagar - Harbour Line,5,439000.0,3289.0,Super Area,10.0,25.0,6.0,Unfurnished,Bachelors/Family,Contact Agent
LST100713,Mumbai,Santacruz West,Santacruz West,3,100000.0,1000.0,Carpet Area,2.0,4.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST101163,Mumbai,Powai,"Kailash Tower, Powai",1,11500.0,393.0,Carpet Area,8.0,16.0,1.0,Furnished,Family,Contact Agent
LST101661,Mumbai,Parel,"Lodha Venezia, Parel",4,285500.0,2340.0,Super Area,10.0,28.0,3.0,Furnished,Family,Contact Agent
LST101927,Mumbai,Mahim West,Mahim West,2,47500.0,788.0,Carpet Area,4.0,10.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST101817,Mumbai,Mira Road East,"Hiral Greens, Mira Road East",2,53500.0,761.0,Built Up Area,19.0,38.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100688,Mumbai,Worli,"lokhandwala residency, Worli",2,80000.0,750.0,Carpet Area,6.0,16.0,2.0,Furnished,Bachelors,Contact Agent
LST103606,Mumbai,Taloja Phase 2,Taloja Phase 2,2,36500.0,609.0,Super Area,30.0,37.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST101990,Mumbai,Nalasopara,"Nakoda Heights, Nalasopara",2,20000.0,714.0,Super Area,25.0,50.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST100346,Mumbai,Saki Vihar Road,Saki Vihar Road,2,45000.0,710.0,Carpet Area,8.0,16.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST101399,Mumbai,Chembur,"Godrej Prime, Chembur",2,47500.0,876.0,Super Area,13.0,26.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST102022,Mumbai,in Santacruz East,in Santacruz East,3,87000.0,978.0,Super Area,12.0,22.0,3.0,Semi-Furnished,Family,Contact Owner
