listing_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
L02903,2022-06-24,2,16000,550,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
L02904,2022-05-31,2,23000,900,2 out of 3,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,2,Contact Owner
L02905,2022-06-27,3,150000,300,2 out of 2,Super Area,Panchsheel Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
L02906,2022-07-02,2,25000,1100,Ground out of 3,Super Area,New Delhi,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
L02907,2022-06-24,1,9000,600,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
L02908,2022-06-24,1,11000,450,3 out of 4,Super Area,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,1,Contact Owner
L02909,2022-06-21,2,11500,550,2 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
L02910,2022-06-23,3,16000,1000,1 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
L02911,2022-05-18,3,23000,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent
L02912,2022-05-18,4,30000,1950,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
L02913,2022-06-25,3,110000,1750,4 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,4,Contact Agent
L02914,2022-06-04,1,3500,25,3 out of 4,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02915,2022-06-12,2,12100,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent
L02916,2022-07-04,2,19000,1800,1 out of 2,Carpet Area,"Naveen Shahdara, Shahdara",Delhi,Unfurnished,Bachelors,1,Contact Owner
L02917,2022-05-25,2,40000,1000,3 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Owner
L02918,2022-05-27,2,8000,200,2 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02919,2022-07-05,3,42000,1700,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
L02920,2022-06-04,3,13000,70,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02921,2022-07-05,3,44000,1700,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
L02922,2022-06-25,1,11000,450,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
L02923,2022-07-05,3,40000,1350,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
L02924,2022-05-31,4,150000,2550,3 out of 4,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
L02925,2022-05-18,2,13000,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
L02926,2022-05-18,2,17500,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
L02927,2022-05-18,3,14500,1250,1 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
L02928,2022-05-18,3,24000,1250,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors,2,Contact Agent
L02929,2022-06-15,3,30000,1000,3 out of 4,Carpet Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
L02930,2022-05-31,1,10000,500,2 out of 3,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02931,2022-06-16,1,10000,500,3 out of 4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
L02932,2022-07-04,3,90000,1550,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
L02933,2022-06-14,4,280000,3800,1 out of 4,Carpet Area,"Maharani Bagh, New Friends Colony",Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent
L02934,2022-06-28,2,32000,1150,1 out of 4,Super Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,2,Contact Owner
L02935,2022-05-26,3,80000,2000,3 out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
L02936,2022-04-29,1,5500,30,2 out of 3,Carpet Area,B-7 veer Singh colony Budh vihar phase 2 delhi,Delhi,Furnished,Bachelors/Family,1,Contact Owner
L02937,2022-06-06,1,6000,50,3 out of 4,Carpet Area,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
L02938,2022-05-27,3,30000,1205,2 out of 4,Super Area,Dwarka Sector 5,Delhi,Furnished,Bachelors/Family,2,Contact Owner
L02939,2022-06-12,3,42000,1450,2 out of 4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
L02940,2022-04-28,1,5500,200,2 out of 4,Super Area,Pusa Institutional Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02941,2022-06-08,2,7000,350,2 out of 4,Super Area,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02942,2022-06-20,2,10000,700,Ground out of 1,Super Area,Sarojini Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner
L02943,2022-06-08,1,17000,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent
L02944,2022-05-10,1,18000,700,1 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02945,2022-07-02,2,14000,1000,1 out of 4,Carpet Area,"Arjun Garh, Aya Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
L02946,2022-06-21,1,17000,450,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Furnished,Bachelors/Family,1,Contact Agent
L02947,2022-06-01,3,27000,1200,10 out of 10,Super Area,DS 19,Delhi,Semi-Furnished,Family,2,Contact Owner
L02948,2022-07-09,3,25000,1200,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
L02949,2022-04-29,2,23000,900,3 out of 4,Super Area,"Lajpat Nagar II, null",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02950,2022-06-14,2,24500,84,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Furnished,Bachelors,2,Contact Agent
L02951,2022-06-21,1,10000,200,1 out of 2,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02952,2022-05-22,2,35000,1300,2 out of 3,Super Area,Kalkaji,Delhi,Unfurnished,Bachelors,2,Contact Agent
L02953,2022-07-04,2,27000,1300,Ground out of 2,Carpet Area,Aya Nagar Extension,Delhi,Furnished,Bachelors/Family,2,Contact Owner
L02954,2022-06-20,1,7000,200,1 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
L02955,2022-07-04,1,5000,300,Ground out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
L02956,2022-05-04,2,5000,550,3 out of 4,Carpet Area,"Mohan Garden, Razapur Khurd",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02957,2022-05-30,2,12000,950,2 out of 2,Super Area,Uttam Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
L02958,2022-05-22,2,30000,750,2 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors/Family,2,Contact Agent
L02959,2022-05-18,2,25000,950,Ground out of 4,Carpet Area,"East End Apartments, Ph. 1ext near new Ashok nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02960,2022-06-28,1,6000,350,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
L02961,2022-05-27,3,45000,2000,3 out of 4,Super Area,Jangpura,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
L02962,2022-07-04,3,40000,180,Ground out of 4,Carpet Area,Janakpuri,Delhi,Unfurnished,Bachelors,3,Contact Agent
L02963,2022-05-10,2,8500,60,2 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02964,2022-06-29,2,16500,950,2 out of 4,Carpet Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors,1,Contact Agent
L02965,2022-05-22,3,100000,1400,1 out of 4,Carpet Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
L02966,2022-06-04,3,52000,200,2 out of 3,Carpet Area,South Extension 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
L02967,2022-05-12,1,12500,450,2 out of 3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1,Contact Agent
L02968,2022-05-10,2,14000,600,3 out of 4,Super Area,"V3s East Centre, Laxmi Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
L02969,2022-06-27,1,15000,350,1 out of 3,Super Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02970,2022-06-16,1,5000,300,1 out of 3,Carpet Area,Ashok Nagar,Delhi,Furnished,Bachelors,1,Contact Owner
L02971,2022-05-24,2,40000,95,3 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
L02972,2022-06-23,1,17000,550,3 out of 3,Super Area,"DDA Rose Apartments, Dwarka Sector 18B",Delhi,Furnished,Bachelors/Family,1,Contact Owner
L02973,2022-06-08,3,15000,900,1 out of 3,Super Area,Narela,Delhi,Furnished,Bachelors/Family,3,Contact Owner
L02974,2022-06-16,1,6000,25,4 out of 6,Super Area,Hari Nagar Ashram,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02975,2022-06-15,3,85000,325,1 out of 3,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,3,Contact Agent
L02976,2022-05-31,2,18000,80,2 out of 4,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02977,2022-05-31,2,7500,77,3 out of 4,Super Area,Mandawali,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
L02978,2022-05-04,2,10000,60,3 out of 4,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02979,2022-05-21,1,9000,100,1 out of 1,Super Area,"Shiva Enclave, Paschim Vihar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
L02980,2022-05-27,3,24000,1300,3 out of 4,Super Area,Rohini Sector 22,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02981,2022-07-03,2,12000,500,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
L02982,2022-06-06,2,10500,500,2 out of 3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
L02983,2022-06-13,2,31000,1200,3 out of 4,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02984,2022-05-15,1,9000,250,Ground out of 3,Super Area,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02985,2022-06-04,2,9000,700,4 out of 5,Super Area,Sant Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02986,2022-07-01,3,27000,1050,Ground out of 4,Carpet Area,"Nalanda Apartment, Vikaspuri",Delhi,Unfurnished,Family,2,Contact Agent
L02987,2022-07-05,2,12500,500,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
L02988,2022-07-06,2,15000,1100,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L02989,2022-05-21,2,6500,1000,Ground out of 1,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L02990,2022-05-20,3,90000,2400,1 out of 3,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L02991,2022-07-10,3,200000,3000,1 out of 1,Super Area,Madras Boat Club Road,Chennai,Furnished,Family,4,Contact Agent
L02992,2022-06-25,1,15000,650,Ground out of 2,Carpet Area,Kambar Colony,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L02993,2022-05-18,2,15000,1000,17 out of 31,Carpet Area,Thalambur,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L02994,2022-06-14,2,7600,700,1 out of 3,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L02995,2022-06-14,3,29000,1200,1 out of 3,Carpet Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L02996,2022-06-19,3,20000,1710,15 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L02997,2022-05-12,2,12000,600,1 out of 3,Super Area,Mangadu,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L02998,2022-07-06,2,10500,1080,1 out of 2,Super Area,Ponmar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L02999,2022-05-26,2,29000,1300,Ground out of 2,Super Area,Annanagar west,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03000,2022-07-10,2,26000,1027,15 out of 19,Super Area,Karapakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03001,2022-07-06,3,25000,1350,Ground out of 2,Super Area,Alandur,Chennai,Furnished,Family,3,Contact Owner
L03002,2022-05-12,2,10000,950,1 out of 2,Super Area,Selaiyur,Chennai,Unfurnished,Family,2,Contact Owner
L03003,2022-05-12,2,14000,1300,1 out of 2,Super Area,Iyyappanthangal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03004,2022-05-12,2,6000,600,1 out of 3,Super Area,Poonamallee,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03005,2022-05-16,3,40000,1428,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
L03006,2022-06-20,2,23000,920,2 out of 2,Carpet Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03007,2022-06-28,2,10000,600,Ground out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03008,2022-06-11,2,10000,810,Ground out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner
L03009,2022-06-02,2,15000,1200,Ground out of 2,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03010,2022-05-12,1,11000,550,3 out of 4,Super Area,Poongavanapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03011,2022-05-12,2,20000,600,1 out of 2,Super Area,"Egmore, PH Road",Chennai,Unfurnished,Family,1,Contact Owner
L03012,2022-05-12,2,15000,850,Ground out of 2,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,1,Contact Owner
L03013,2022-06-27,4,22000,2117,20 out of 20,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
L03014,2022-04-30,2,6000,900,1 out of 1,Super Area,Guduvancheri,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03015,2022-05-12,2,20000,1000,Ground out of 1,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03016,2022-05-12,1,6500,500,2 out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03017,2022-05-12,2,12000,800,1 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03018,2022-05-12,2,27000,1550,2 out of 3,Super Area,Alwarpet,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03019,2022-05-12,2,15000,1500,Ground out of 1,Super Area,Madanankppam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03020,2022-05-15,3,20000,1700,Ground out of 1,Carpet Area,Thirumazhisai,Chennai,Furnished,Bachelors/Family,6,Contact Owner
L03021,2022-06-28,2,22000,700,3 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03022,2022-05-12,1,7000,400,1 out of 3,Super Area,Koyambedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03023,2022-05-12,2,7000,450,1 out of 2,Super Area,Pammal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03024,2022-05-12,1,6500,500,1 out of 3,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,1,Contact Owner
L03025,2022-05-12,2,9000,770,1 out of 2,Super Area,"Tambaram, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03026,2022-05-25,1,4500,150,Ground out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03027,2022-05-21,2,12000,850,Ground out of 2,Super Area,Perambur,Chennai,Unfurnished,Family,2,Contact Owner
L03028,2022-06-21,2,18000,1100,Ground out of 3,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03029,2022-06-28,2,8000,650,Ground out of 1,Carpet Area,"Bunder Garden, Perambur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03030,2022-05-24,1,5000,550,1 out of 1,Super Area,Sikkarayapuram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03031,2022-05-12,2,14000,1000,1 out of 3,Super Area,Kanathur Reddikuppam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03032,2022-05-12,1,6500,250,Ground out of 5,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03033,2022-06-23,2,10000,790,2 out of 2,Carpet Area,Kovilancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03034,2022-04-30,2,13000,600,1 out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03035,2022-04-30,2,11200,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03036,2022-06-02,1,8900,550,Ground out of 1,Carpet Area,"Karambakkam, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03037,2022-05-16,1,12000,500,Ground out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03038,2022-07-05,3,45000,1800,2 out of 4,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03039,2022-05-29,3,35000,1550,3 out of 4,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03040,2022-07-10,3,34999,1462,3 out of 4,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Family,3,Contact Agent
L03041,2022-06-17,2,11000,970,Ground out of 2,Carpet Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03042,2022-05-29,3,150000,2300,11 out of 18,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03043,2022-06-22,2,15000,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03044,2022-06-17,2,15000,674,Ground out of 3,Carpet Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
L03045,2022-05-29,2,10000,750,Ground out of 1,Carpet Area,Tambaram East,Chennai,Unfurnished,Family,2,Contact Owner
L03046,2022-05-16,2,12000,1000,Ground out of 2,Super Area,Tambaram Sanatorium,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03047,2022-05-26,2,10000,1030,1 out of 2,Carpet Area,Camp Road,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03048,2022-05-18,3,35000,1540,3 out of 4,Carpet Area,Ranganathapuram-Medavakkam,Chennai,Furnished,Bachelors,2,Contact Owner
L03049,2022-06-29,3,40000,1800,3 out of 5,Carpet Area,T Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03050,2022-05-29,2,24000,1100,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03051,2022-06-11,2,12000,985,3 out of 17,Super Area,Oragadam Sriperumbudur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03052,2022-07-06,2,30000,1200,3 out of 3,Carpet Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03053,2022-06-01,2,10000,1200,1 out of 1,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03054,2022-07-02,2,15000,900,1 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03055,2022-06-17,2,33000,800,1 out of 4,Carpet Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
L03056,2022-07-06,2,9000,800,1 out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03057,2022-05-25,3,30000,1500,3 out of 4,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03058,2022-06-07,2,13000,680,1 out of 1,Super Area,T.Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03059,2022-06-20,2,15000,800,1 out of 2,Super Area,"KK Nagar West, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03060,2022-07-06,2,12000,875,2 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03061,2022-05-07,2,20000,880,1 out of 2,Carpet Area,KK Nagar,Chennai,Semi-Furnished,Family,2,Contact Owner
L03062,2022-07-07,3,36000,1500,2 out of 3,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03063,2022-05-21,2,10000,950,1 out of 1,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03064,2022-07-08,2,16000,850,Ground out of 2,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03065,2022-07-05,1,6000,700,1 out of 2,Super Area,Pachaiyamman Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03066,2022-06-28,3,22000,2000,Ground out of 1,Super Area,"Pushpa Colony, Saligramam",Chennai,Semi-Furnished,Family,2,Contact Owner
L03067,2022-05-16,1,6000,450,Ground out of 4,Super Area,Nungambakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03068,2022-06-28,1,6500,400,2 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03069,2022-05-12,1,3000,350,1 out of 2,Super Area,Ennore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03070,2022-05-04,3,27000,1650,2 out of 2,Carpet Area,"Thillai Ganga Nagar, Nanganallur",Chennai,Semi-Furnished,Family,3,Contact Owner
L03071,2022-04-30,2,8000,800,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03072,2022-05-20,2,12500,600,1 out of 2,Super Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03073,2022-07-08,2,11000,800,1 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03074,2022-07-08,3,40000,1600,1 out of 2,Super Area,Raja Annamalai Puram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03075,2022-05-31,2,15000,700,1 out of 2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,2,Contact Agent
L03076,2022-05-12,2,8000,800,1 out of 2,Super Area,Kayarambedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03077,2022-07-06,3,34000,2120,9 out of 18,Super Area,Siruseri,Chennai,Furnished,Bachelors/Family,3,Contact Owner
L03078,2022-06-22,1,7500,560,2 out of 4,Super Area,Khurunjis zinnia Apartment Homes at Thambaram west,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03079,2022-05-13,1,14000,420,1 out of 1,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors,1,Contact Owner
L03080,2022-06-21,2,15000,1000,1 out of 2,Built Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03081,2022-05-20,3,21000,1330,1 out of 2,Super Area,AGS Colony-Velachery,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03082,2022-06-22,3,12000,930,2 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,2,Contact Owner
L03083,2022-07-06,3,75000,1900,3 out of 3,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Family,3,Contact Agent
L03084,2022-05-12,2,15000,1200,1 out of 3,Super Area,Pallikaranai,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03085,2022-05-12,1,6000,350,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03086,2022-05-20,3,20500,1000,Ground out of 3,Super Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03087,2022-07-06,2,13500,1210,14 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03088,2022-05-06,2,10000,750,Ground out of 1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03089,2022-07-08,3,15000,1150,1 out of 2,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03090,2022-05-16,2,11000,800,1 out of 1,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,2,Contact Owner
L03091,2022-06-30,2,12000,930,1 out of 4,Carpet Area,Tiruvallur,Chennai,Furnished,Family,2,Contact Owner
L03092,2022-05-15,2,15000,2800,Lower Basement out of 1,Carpet Area,Pudur,Chennai,Unfurnished,Family,2,Contact Owner
L03093,2022-07-06,2,20000,800,13 out of 17,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,2,Contact Agent
L03094,2022-05-06,2,24000,850,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03095,2022-05-16,2,16000,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03096,2022-06-22,2,10000,770,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Family,1,Contact Owner
