locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
Chamrajpet,Bangalore,west,operational,Krishna Rajendra Market,yes,IBC Knowledge Park,5.13,green,1.3,yes,yes,True,Krishna Rajendra Market,1.3,3-6km,32,Krantivira Sangolli Rayanna (Bengaluru),2.31,30.79,50,95,17,12.9584184,77.5629161,2.23,Chamarajpet,Karnataka,2,2022-05-19,2022-06-30,high,Chamarajapete,place/suburb,Chamrajpet,2022,2022-04-13
"Chamundeshwari Layout, Arakere",Bangalore,north,none,Nagasandra,no,Peenya Industrial Area,18.45,green,17.43,no,no,True,Chikkabidarakallu,17.33,6km+,0,Rajanukunte,4.06,18.13,1,0,0,13.2001117,77.5387874,25.09,,Karnataka,2,2022-04-27,2022-07-08,high,Arakere,place/village,Arakere,2022,2022-04-13
"Chamundi Nagar, Rajajinagar",Bangalore,west,operational,Mahakavi Kuvempu Road,no,Peenya Industrial Area,6.59,green,1.17,yes,yes,True,Mahakavi Kuvempu Road,1.17,6km+,15,Malleswaram,1.66,28.47,77,132,24,12.9882338,77.554883,2.19,Rajajinagara,Karnataka,1,2022-06-04,2022-06-04,high,Rajajinagar,place/suburb,Rajajinagar,2022,2022-04-13
Chandapura,Bangalore,south,none,Yelachenahalli,no,Electronic City,7.07,green,18.19,no,no,True,Delta Electronics Bommasandra,2.87,6km+,1,Heelalige,1.52,44.16,10,16,1,12.8004439,77.7062826,24.46,Kittaganahalli,Karnataka,2,2022-06-01,2022-06-07,high,Chandapura,place/suburb,Chandapura,2022,2022-04-13
Channasandra,Bangalore,west,none,Pattanagere,yes,Global Village Tech Park,2.81,purple,3.32,no,no,True,Pattanagere,3.32,0-3km,2,Jnanabharati,3.7,38.49,16,7,7,12.9029431,77.519837,9.92,Rajarajeshwari Nagara,Karnataka,1,2022-06-12,2022-06-12,high,Channasandra,place/neighbourhood,Channasandra,2022,2022-04-13
"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,2.94,purple,3.72,no,no,True,Baiyappanahalli,3.72,0-3km,27,Banaswadi,2.24,20.77,56,80,28,13.0221416,77.6403368,9.03,Kalyanagar,Karnataka,1,2022-06-08,2022-06-08,high,Kalyan Nagar,place/suburb,Kalyan Nagar,2022,2022-04-13
"Chikbasavnapura, Krishnarajapura",Bangalore,east,under_construction,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,1.96,purple,2.92,yes,no,False,Krishnarajapura,0.0,0-3km,27,Krishnarajapuram,0.25,22.2,29,47,23,12.9999024,77.6776703,11.81,A Narayanapura,Karnataka,1,2022-07-06,2022-07-06,medium,Krishnarajapura,railway/station,Krishnarajapura,2022,2022-04-13
Chikkabanavara,Bangalore,west,none,Nagasandra,yes,Peenya Industrial Area,5.3,green,3.61,no,no,True,Manjunathanagara,3.46,3-6km,0,Chikka Banavara,0.75,25.68,14,7,0,13.0803772,77.5018935,13.76,,Karnataka,4,2022-05-05,2022-07-04,high,Chikka Banavara,place/suburb,Chikkabanavara,2022,2022-04-13
Chikkalasandra,Bangalore,south,none,Jaya Prakash Nagar,yes,Global Village Tech Park,5.2,green,2.81,no,no,True,Jaya Prakash Nagar,2.81,3-6km,18,Nayandahalli,4.32,36.09,24,61,17,12.9121916,77.5476337,7.62,Sarvabhouma Nagar,Karnataka,3,2022-05-23,2022-06-20,high,Chikkalasandra,place/quarter,Chikkalasandra,2022,2022-04-13
"Chikkalasandra, Bangalore",Bangalore,south,none,Jaya Prakash Nagar,yes,Global Village Tech Park,5.2,green,2.81,no,no,True,Jaya Prakash Nagar,2.81,3-6km,18,Nayandahalli,4.32,36.09,24,61,17,12.9121916,77.5476337,7.62,Sarvabhouma Nagar,Karnataka,1,2022-06-04,2022-06-04,high,Chikkalasandra,place/quarter,Chikkalasandra Bangalore,2022,2022-04-13
"Chikkana Layout, Kammanahalli",Bangalore,north,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,3.36,purple,3.09,no,no,True,Baiyappanahalli,3.09,3-6km,30,Banaswadi,1.48,21.61,47,74,29,13.0148544,77.6382029,8.4,HRBR Layout,Karnataka,1,2022-05-27,2022-05-27,high,Kammanahalli,place/suburb,Chikkana Layout Kammanahalli,2022,2022-04-13
"Chikkasandra-Jalahalli West, Jalahalli West",Bangalore,west,operational,Jalahalli,yes,Peenya Industrial Area,2.4,green,1.94,yes,yes,True,Jalahalli,1.94,0-3km,1,Chikka Banavara,3.6,24.88,20,4,2,13.0533332,77.5306036,9.59,Shettihalli,Karnataka,1,2022-05-01,2022-05-01,medium,Jalahalli West,highway/bus_stop,Chikkasandra-Jalahalli West Jalahalli West,2022,2022-04-13
Chinnapanna Halli,Bangalore,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-20,2022-06-20,none,,,,2022,2022-04-13
Choodasandra,Bangalore,south,none,Indiranagar,yes,Ecospace Bellandur,3.82,purple,10.6,no,no,True,Hosa Road,3.85,3-6km,55,Carmelaram,3.24,34.08,20,8,5,12.8921555,77.680378,15.1,,Karnataka,2,2022-04-30,2022-05-19,high,Choodasandra,place/suburb,Choodasandra,2022,2022-04-13
"Chowdeshwari Layout, Yelahanka",Bangalore,north,none,Yeshwantpur,no,Karle Town Centre,6.58,green,9.97,no,no,True,Yeshwantpur,9.97,6km+,7,Yelahanka Junction,0.68,16.05,30,52,10,13.1006982,77.5963454,14.05,Yelahanka Old Town,Karnataka,1,2022-05-10,2022-05-10,high,Yelahanka,place/suburb,Yelahanka,2022,2022-04-13
"Chuchangatta Colony, J P Nagar",Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.48,green,2.25,yes,yes,True,Jayadeva Hospital,0.68,0-3km,55,Krantivira Sangolli Rayanna (Bengaluru),8.08,33.97,81,104,43,12.9109539,77.5978198,7.86,,Karnataka,1,2022-05-23,2022-05-23,medium,J.P Nagar,boundary/administrative,J P Nagar,2022,2022-04-13
"Cleveland Town, Frazer Town",Bangalore,north,none,Cubbon Park,yes,Manyata Tech Park,4.94,purple,2.54,no,no,True,Cubbon Park,2.54,3-6km,55,Bengaluru East,0.64,24.39,58,59,30,12.9975851,77.6136744,5.15,Pulakeshi Nagar,Karnataka,1,2022-05-24,2022-05-24,high,Frazer Town,place/suburb,Frazer Town,2022,2022-04-13
"Coffee Board Layout, Nagavara",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,0.48,purple,6.06,no,no,True,Baiyappanahalli,6.06,0-3km,18,Banaswadi,3.55,19.93,39,29,10,13.0374647,77.623602,8.82,Hennur,Karnataka,1,2022-06-01,2022-06-01,high,Nagavara,place/suburb,Nagavara,2022,2022-04-13
"Cooke Town, Cooke Town",Bangalore,north,none,Swami Vivekananda Road,yes,RMZ Infinity Old Madras Road,3.95,purple,2.8,no,no,True,Swami Vivekananda Road,2.8,3-6km,62,Banaswadi,0.52,23.43,37,42,24,13.0021998,77.6251814,6.49,Maruthi Seva Nagara,Karnataka,1,2022-05-26,2022-05-26,high,Cooke Town,place/quarter,Cooke Town Cooke Town,2022,2022-04-13
Cox Town,Bangalore,east,operational,Halasuru,yes,RMZ Infinity Old Madras Road,3.98,purple,2.13,yes,yes,True,Halasuru,2.13,3-6km,65,Bengaluru East,0.87,24.18,48,47,23,12.9954832,77.6239259,6.07,Cox Town,Karnataka,1,2022-05-19,2022-05-19,high,Cox Town,place/quarter,Cox Town,2022,2022-04-13
Cunningham Road,Bangalore,west,operational,"Dr. B. R. Ambedkar Station, Vidhana Soudha",no,Karle Town Centre,6.6,purple,1.5,yes,yes,True,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1.5,6km+,38,Bangalore Cantonment,1.34,26.41,71,62,24,12.9910348,77.5858973,2.25,Vasanth Nagar,Karnataka,1,2022-06-23,2022-06-23,low,Cunningham Road,highway/tertiary_link,Cunningham Road,2022,2022-04-13
CV Raman Nagar,Bangalore,east,operational,Baiyappanahalli,yes,Bagmane Tech Park,0.79,purple,1.37,yes,yes,True,Benniganahalli,1.3,0-3km,53,Baiyyappanahalli Junction,1.46,24.01,27,46,26,12.9856596,77.6638971,10.08,Nagavarapalya,Karnataka,1,2022-07-04,2022-07-04,medium,CV Raman Nagara,highway/bus_stop,CV Raman Nagar,2022,2022-04-13
Devanahalli,Bangalore,north,none,Baiyappanahalli,no,Manyata Tech Park,25.07,purple,29.4,no,no,True,Krishnarajapura,27.9,6km+,1,Devanahalli,0.87,5.7,4,1,3,13.2483502,77.7134377,33.9,,Karnataka,1,2022-06-02,2022-06-02,high,Devanahalli,place/town,Devanahalli,2022,2022-04-13
"Devarachikannahalli, Begur Road",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,4.89,green,5.52,yes,no,False,Hongasandra,1.44,3-6km,44,Carmelaram,9.23,35.06,62,36,17,12.8931539,77.6219724,10.79,,Karnataka,1,2022-04-29,2022-04-29,medium,Devarachikkanahalli,boundary/administrative,Devarachikannahalli,2022,2022-04-13
"Devinagar, Outer Ring Road",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,4.56,green,3.56,no,no,True,Yeshwantpur,3.56,3-6km,8,Lottegollahalli,1.01,22.18,33,13,12,13.0473961,77.5715256,7.86,Kodigehalli,Karnataka,1,2022-05-27,2022-05-27,medium,Devinagara,highway/bus_stop,Devinagar Outer Ring Road,2022,2022-04-13
Dhobi Ghat- Rajajinagar,Bangalore,west,operational,Mahakavi Kuvempu Road,no,Peenya Industrial Area,6.39,green,1.36,yes,yes,True,Mahakavi Kuvempu Road,1.36,6km+,13,Malleswaram,1.96,28.76,81,134,22,12.9877189,77.5511008,2.51,Rajajinagara,Karnataka,1,2022-06-10,2022-06-10,medium,Dhobi Ghat Rajajinagara,highway/bus_stop,Dhobi Ghat- Rajajinagar,2022,2022-04-13
"Dinnur, Hebbal",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,2.42,green,4.85,no,no,True,Yeshwantpur,4.85,0-3km,22,Hebbal,0.78,21.62,45,38,28,13.0382184,77.5919,7.2,Bengaluru,Karnataka,1,2022-04-30,2022-04-30,high,Hebbal,place/suburb,Hebbal,2022,2022-04-13
"Dodda Banaswadi, Banaswadi",Bangalore,east,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,2.44,purple,2.6,no,no,True,Baiyappanahalli,2.6,0-3km,31,Channasandra,1.21,21.23,41,92,33,13.0141618,77.6518539,9.67,,Karnataka,1,2022-06-27,2022-06-27,high,Banaswadi,place/suburb,Banaswadi,2022,2022-04-13
"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",Bangalore,west,none,Rajajinagar,yes,Peenya Industrial Area,4.42,green,2.97,no,no,True,Rajajinagar,2.97,3-6km,6,Yesvantpur Junction,4.34,29.97,17,26,4,12.9959695,77.5226469,5.69,Kottegepalya,Karnataka,1,2022-07-09,2022-07-09,low,Outer Ring Road,highway/trunk,Kartik Nagar Outer Ring Road,2022,2022-04-13
Doddaballapur Road,Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,5.55,green,8.83,no,no,True,Yeshwantpur,8.83,3-6km,9,Yelahanka Junction,1.68,17.05,35,52,13,13.0900668,77.5939939,12.84,Nyayanga Badavane,Karnataka,1,2022-04-29,2022-04-29,low,Doddaballapur Road,highway/primary,Doddaballapur Road,2022,2022-04-13
Doddabanahalli,Bangalore,east,none,Baiyappanahalli,yes,ITPL Whitefield,4.48,purple,10.89,no,no,True,Whitefield (Kadugodi),3.35,3-6km,6,Whitefield,3.43,19.81,8,3,3,13.0238561,77.7469162,19.74,,Karnataka,1,2022-06-04,2022-06-04,high,Doddabanahalli,place/village,Doddabanahalli,2022,2022-04-13
Doddabidarakallu,Bangalore,west,operational,Nagasandra,yes,Peenya Industrial Area,2.62,green,1.56,yes,yes,True,Nagasandra,1.56,0-3km,0,Chikka Banavara,4.57,29.23,18,8,3,13.0352169,77.4939999,10.61,Dodda Bidarakallu,Karnataka,1,2022-05-23,2022-05-23,high,Doddabidarakallu,place/neighbourhood,Doddabidarakallu,2022,2022-04-13
Doddakammanahalli,Bangalore,south,none,Konanakunte Cross,no,Electronic City,7.19,green,5.23,no,no,True,Konanakunte Cross,5.23,6km+,5,Huskuru,12.06,39.46,38,3,7,12.8583256,77.5992545,13.51,Doddakammanahalli,Karnataka,1,2022-06-12,2022-06-12,high,Dodda Kammanahalli,place/neighbourhood,Doddakammanahalli,2022,2022-04-13
Doddanagamangala,Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,1.91,green,10.73,yes,no,False,Beratena Agrahara,0.78,0-3km,17,Huskuru,5.05,37.05,33,19,1,12.8668341,77.6644155,15.85,Chikkathoguru,Karnataka,2,2022-06-04,2022-06-27,low,Doddanagamangala Road,highway/tertiary,Doddanagamangala,2022,2022-04-13
"Doddanekundi, Kartik Nagar",Bangalore,east,under_construction,Baiyappanahalli,yes,Brigade Tech Gardens,2.93,purple,5.25,yes,no,False,Seetharampalya,1.7,0-3km,89,Hoodi,3.69,25.18,26,24,27,12.9713194,77.6964768,13.58,Dodda Nekkundi,Karnataka,2,2022-05-19,2022-06-20,high,Doddanekundi,place/quarter,Doddanekundi,2022,2022-04-13
"Doddathoguru, Electronic City",Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,0.78,green,12.17,yes,no,False,Infosys Foundation Konappana Agrahara,0.41,0-3km,11,Huskuru,4.88,39.57,23,22,11,12.8436448,77.6686835,18.17,,Karnataka,1,2022-05-23,2022-05-23,high,Electronic City,place/town,Electronic City,2022,2022-04-13
"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,4.84,green,2.56,no,no,True,Yeshwantpur,2.56,3-6km,9,Lottegollahalli,1.08,23.28,47,27,21,13.0360109,77.5695288,6.6,Nagashettyhalli,Karnataka,2,2022-07-09,2022-07-09,high,RMV 2nd Stage,place/suburb,RMV Extension Stage 2,2022,2022-04-13
"Domlur, Domlur",Bangalore,east,operational,Indiranagar,yes,Embassy Golf Links,1.49,purple,1.76,yes,yes,True,Indiranagar,1.76,0-3km,90,Baiyyappanahalli Junction,3.52,27.16,67,113,41,12.9624669,77.6381958,7.42,Domluru,Karnataka,1,2022-05-26,2022-05-26,high,Domlur,place/quarter,Domlur Domlur,2022,2022-04-13
"Dooravani Nagar, Dooravani Nagar",Bangalore,east,operational,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,1.13,purple,1.87,yes,yes,True,Benniganahalli,1.0,0-3km,25,Channasandra,0.89,22.04,32,55,23,13.0038491,77.6631418,10.4,Dooravaninagar,Karnataka,3,2022-05-23,2022-05-31,medium,Kasturi Nagar,highway/bus_stop,Dooravani Nagar Dooravani Nagar,2022,2022-04-13
"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,3.91,green,8.71,no,no,True,Yeshwantpur,8.71,3-6km,22,Yelahanka Junction,3.37,17.06,17,9,8,13.0784743,77.6068938,11.96,,Karnataka,2,2022-05-11,2022-06-27,high,Jakkur,place/suburb,Jakkuru,2022,2022-04-13
"Dwarka Nagar, Kattigenahalli",Bangalore,north,none,Yeshwantpur,no,Karle Town Centre,8.32,green,13.37,no,no,True,Yeshwantpur,13.37,6km+,3,Yelahanka Junction,3.97,12.41,20,20,3,13.1177735,77.6261222,16.77,,Karnataka,1,2022-06-22,2022-06-22,high,Kattigenahalli,place/village,Kattigenahalli,2022,2022-04-13
"East Of Ngef Layout, Bennigana Halli",Bangalore,east,operational,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,0.37,purple,0.83,yes,yes,True,Baiyappanahalli,0.83,0-3km,40,Baiyyappanahalli Junction,0.85,23.02,23,40,14,12.9959987,77.6578762,9.62,Krishnaiahnapalya,Karnataka,1,2022-07-08,2022-07-08,high,Sadananda Nagar,place/neighbourhood,East Of Ngef Layout,2022,2022-04-13
Ejipura,Bangalore,south,none,Trinity,yes,Embassy Golf Links,1.79,purple,3.29,no,no,True,Central Silk Board,3.27,0-3km,103,Baiyyappanahalli Junction,5.75,29.33,72,46,27,12.945245,77.6274776,7.02,Ejipura,Karnataka,1,2022-05-23,2022-05-23,high,Ejipura,place/quarter,Ejipura,2022,2022-04-13
Electronic City,Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,0.0,green,11.5,yes,no,False,Infosys Foundation Konappana Agrahara,0.76,0-3km,11,Huskuru,5.06,38.94,25,20,9,12.8496783,77.6649749,17.39,Electronic City,Karnataka,24,2022-05-01,2022-07-08,high,Electronics City Phase 1,place/quarter,Electronic City,2022,2022-04-13
"Electronic City Phase 2, Electronic City",Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,0.78,green,12.17,yes,no,False,Infosys Foundation Konappana Agrahara,0.41,0-3km,11,Huskuru,4.88,39.57,23,22,11,12.8436448,77.6686835,18.17,,Karnataka,11,2022-04-28,2022-06-30,high,Electronic City,place/town,Electronic City,2022,2022-04-13
"Electronics City Phase 1, Electronic City",Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,0.0,green,11.5,yes,no,False,Infosys Foundation Konappana Agrahara,0.76,0-3km,11,Huskuru,5.06,38.94,25,20,9,12.8496783,77.6649749,17.39,Electronic City,Karnataka,6,2022-04-27,2022-07-08,high,Electronics City Phase 1,place/quarter,Electronics City Phase 1 Electronic City,2022,2022-04-13
"Ews Colony, BTM Layout",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.26,green,3.37,yes,no,False,BTM Layout,0.37,0-3km,63,Krantivira Sangolli Rayanna (Bengaluru),8.39,33.2,86,82,40,12.9140008,77.6102821,8.15,Viswamanava Kuvempu Ward,Karnataka,1,2022-06-22,2022-06-22,high,BTM Layout,place/suburb,BTM Layout,2022,2022-04-13
"Fci Layout, Deepanjali Nagar",Bangalore,west,operational,Deepanjali Nagar,yes,Global Village Tech Park,5.33,purple,0.16,yes,yes,True,Deepanjali Nagar,0.16,3-6km,11,Krishnadevaraya Halt,0.64,32.91,27,73,11,12.9526939,77.535647,4.7,Deepanjali Nagara,Karnataka,1,2022-05-09,2022-05-09,high,Deepanjali Nagar,place/locality,Deepanjali Nagar,2022,2022-04-13
Frazer Town,Bangalore,north,none,Cubbon Park,yes,Manyata Tech Park,4.94,purple,2.54,no,no,True,Cubbon Park,2.54,3-6km,55,Bengaluru East,0.64,24.39,58,59,30,12.9975851,77.6136744,5.15,Pulakeshi Nagar,Karnataka,4,2022-05-18,2022-07-06,high,Frazer Town,place/suburb,Frazer Town,2022,2022-04-13
Ganga Nagar,Bangalore,north,none,Sandal Soap Factory,yes,Karle Town Centre,3.56,green,3.84,no,no,True,Sandal Soap Factory,3.84,3-6km,25,Hebbal,2.16,23.21,44,38,25,13.0232471,77.5883569,5.5,Ganganagar,Karnataka,1,2022-06-04,2022-06-04,high,Ganga Nagar,place/quarter,Ganga Nagar,2022,2022-04-13
Garden City University,Bangalore,east,operational,Indiranagar,yes,Bagmane Tech Park,2.84,purple,0.23,yes,yes,True,Indiranagar,0.23,0-3km,79,Baiyyappanahalli Junction,2.02,25.34,71,111,33,12.979875,77.6371881,7.15,Hoysala Nagara Central,Karnataka,1,2022-06-27,2022-06-27,low,Garden City University,office/educational_institution,Garden City University,2022,2022-04-13
"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,4.64,green,5.55,yes,no,False,Hongasandra,0.88,3-6km,51,Carmelaram,8.82,34.51,63,30,15,12.8974892,77.6250869,10.56,Bommanahalli,Karnataka,1,2022-06-14,2022-06-14,high,Hongasandra,place/quarter,Hongasandra,2022,2022-04-13
Garvebhavi Palya,Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,5.46,green,6.59,yes,no,False,Kudlu Gate,0.76,3-6km,40,Carmelaram,7.84,34.52,58,24,16,12.8950661,77.6345825,11.38,Garvebavi Palya,Karnataka,2,2022-06-16,2022-06-20,high,GarvebhaviPalya,place/neighbourhood,Garvebhavi Palya,2022,2022-04-13
GH Society,Bangalore,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-29,2022-06-29,none,,,,2022,2022-04-13
Gh society,Bangalore,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-29,2022-06-29,none,,,,2022,2022-04-13
Girinagar,Bangalore,west,operational,Deepanjali Nagar,yes,Global Village Tech Park,5.32,purple,1.55,yes,yes,True,Deepanjali Nagar,1.55,3-6km,20,Krishnadevaraya Halt,2.04,33.56,26,71,10,12.9401439,77.5444995,5.0,Swamy Vivekananda Ward,Karnataka,1,2022-06-13,2022-06-13,high,Girinagar,place/quarter,Girinagar,2022,2022-04-13
Gottigere,Bangalore,south,none,Konanakunte Cross,no,Electronic City,8.41,green,4.52,no,no,True,Konanakunte Cross,4.52,6km+,3,Nayandahalli,11.87,40.04,41,4,7,12.8565317,77.5877237,13.48,Yelenahalli,Karnataka,6,2022-05-23,2022-07-07,high,Gottigere,place/suburb,Gottigere,2022,2022-04-13
Gottigere Main Rd,Bangalore,south,none,Konanakunte Cross,no,IBC Knowledge Park,8.12,green,3.89,no,no,True,Konanakunte Cross,3.89,6km+,5,Nayandahalli,11.24,39.59,46,5,11,12.8616986,77.5851217,12.88,Kothanur,Karnataka,1,2022-05-19,2022-05-19,low,Gottigere Main Road,highway/tertiary,Gottigere Main Rd,2022,2022-04-13
"Gubbalala, Subramanyapura",Bangalore,south,operational,Doddakallasandra,yes,Global Village Tech Park,4.81,green,2.08,yes,yes,True,Doddakallasandra,2.08,3-6km,10,Jnanabharati,5.19,38.14,22,15,8,12.8963963,77.5377864,9.64,Subramanyapura,Karnataka,1,2022-05-15,2022-05-15,high,Subramanyapura,place/quarter,Subramanyapura,2022,2022-04-13
"Guddadahalli, Mysore Road",Bangalore,west,operational,Deepanjali Nagar,no,Global Village Tech Park,6.58,purple,1.21,yes,yes,True,Deepanjali Nagar,1.21,6km+,17,Krishnadevaraya Halt,0.84,31.78,35,103,19,12.9578934,77.5464445,3.41,Bapuji Nagara,Karnataka,1,2022-05-23,2022-05-23,high,Guddadahalli,place/quarter,Guddadahalli,2022,2022-04-13
Gunjur,Bangalore,east,none,Baiyappanahalli,yes,Cessna Business Park,4.79,purple,11.94,no,no,True,Nallurahalli,6.31,3-6km,14,Carmelaram,3.61,30.93,14,4,5,12.9209772,77.7361016,18.9,,Karnataka,1,2022-04-28,2022-04-28,high,Gunjur,place/suburb,Gunjur,2022,2022-04-13
Guttahalli,Bangalore,west,operational,Mantri Square Sampige Road,no,Karle Town Centre,6.02,green,1.52,yes,yes,True,Mantri Square Sampige Road,1.52,6km+,35,Malleswaram,1.83,25.82,69,85,29,13.0004165,77.5803858,2.81,Rajamahal,Karnataka,2,2022-06-12,2022-07-04,high,Guttahalli,place/quarter,Guttahalli,2022,2022-04-13
"Hal Layout, Hosur Road",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Embassy Golf Links,4.29,green,6.45,yes,no,False,Hongasandra,1.33,3-6km,65,Carmelaram,7.27,32.62,67,59,33,12.9116225,77.6388622,10.29,,Karnataka,1,2022-05-31,2022-05-31,high,HSR Layout,place/suburb,Hal Layout Hosur Road,2022,2022-04-13
Halasuru,Bangalore,east,operational,Halasuru,yes,Embassy Golf Links,3.7,purple,0.27,yes,yes,True,Halasuru,0.27,3-6km,86,Bengaluru East,2.68,25.98,75,78,34,12.9778793,77.6246697,5.78,Bengaluru,Karnataka,4,2022-06-16,2022-07-09,high,Halasuru,place/suburb,Halasuru,2022,2022-04-13
Haralur Road,Bangalore,east,none,Indiranagar,yes,Ecospace Bellandur,1.5,purple,7.4,no,no,True,Hongasandra,4.4,0-3km,90,Carmelaram,4.21,31.29,15,45,27,12.9185442,77.668706,12.38,Kasavanahalli,Karnataka,1,2022-07-07,2022-07-07,low,Haralur Road,highway/tertiary,Haralur Road,2022,2022-04-13
Hbr Layout,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,1.25,purple,5.29,no,no,True,Baiyappanahalli,5.29,0-3km,18,Banaswadi,2.91,20.27,49,42,14,13.031992,77.6280789,8.7,Bengaluru,Karnataka,3,2022-05-23,2022-07-06,high,HBR Layout,place/suburb,Hbr Layout,2022,2022-04-13
"Hbr Layout Block 2, HBR Layout",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,1.25,purple,5.29,no,no,True,Baiyappanahalli,5.29,0-3km,18,Banaswadi,2.91,20.27,49,42,14,13.031992,77.6280789,8.7,Bengaluru,Karnataka,1,2022-06-28,2022-06-28,high,HBR Layout,place/suburb,HBR Layout,2022,2022-04-13
"Hbr Layout Block 4, HBR Layout",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,1.25,purple,5.29,no,no,True,Baiyappanahalli,5.29,0-3km,18,Banaswadi,2.91,20.27,49,42,14,13.031992,77.6280789,8.7,Bengaluru,Karnataka,1,2022-07-04,2022-07-04,high,HBR Layout,place/suburb,HBR Layout,2022,2022-04-13
